ENSG00000001626	24	,0.0008,0.0008,0.0189,0.0008,0.0008,0.0008,0.0015,0.0045,0.0008,0.0008,0.0008,0.0023,0.0651,0.0008,0.0015,0.0008,0.0023,0.0008,0.0008,0.0015,0.0008,0.0182,0.0023,0.0015,	12	,0.0008,0.0136,0.0023,0.7073,0.0023,0.0076,0.0008,0.823,0.0023,0.0008,0.0008,0.7504,	2	4
ENSG00000001629	5	,0.0008,0.0008,0.0008,0.0023,0.2413,	7	,0.0129,0.0015,0.0015,0.0091,0.1513,0.0643,0.0076,	1	3
ENSG00000001630	5	,0.0008,0.0008,0.0076,0.0015,0.0015,	3	,0.0038,0.4539,0.0008,	3	1
ENSG00000001631	5	,0.0023,0.0008,0.0076,0.0008,0.0015,	3	,0.0023,0.1589,0.0008,	1	3
ENSG00000002016	13	,0.0015,0.0008,0.0008,0.0015,0.0023,0.003,0.9675,0.0008,0.0008,0.0008,0.0008,0.0106,0.0023,	0	,	10	6
ENSG00000002330	6	,0.0015,0.0068,0.0008,0.0098,0.0159,0.0008,	2	,0.0015,0.0015,	0	0
ENSG00000002549	6	,0.0015,0.003,0.0015,0.0008,0.0061,0.0008,	7	,0.0008,0.0008,0.0008,0.1604,0.2095,0.3268,0.8979,	0	4
ENSG00000002587	3	,0.118,0.0008,0.0015,	4	,0.0492,0.6808,0.6808,0.0015,	1	2
ENSG00000002726	10	,0.0015,0.4387,0.0038,0.0363,0.0015,0.0008,0.0877,0.4554,0.0197,0.003,	16	,0.003,0.0023,0.0023,0.0008,0.0333,0.0053,0.0023,0.7436,0.0008,0.0053,0.0008,0.4357,0.0015,0.41,0.5446,0.0008,	4	8
ENSG00000002745	6	,0.0772,0.0045,0.0068,0.0272,0.0983,0.0008,	4	,0.0023,0.0212,0.0008,0.0166,	0	2
ENSG00000002746	10	,0.0484,0.0091,0.0015,0.0469,0.0008,0.0038,0.0008,0.0008,0.0023,0.0008,	23	,0.0008,0.0015,0.0008,0.0008,0.0393,0.2307,0.0371,0.0038,0.5091,0.0023,0.0144,0.4818,0.0484,0.0015,0.0635,0.0068,0.9304,0.0045,0.0151,0.0204,0.0068,0.0098,0.0189,	1	5
ENSG00000002822	15	,0.0008,0.0008,0.0015,0.0295,0.0008,0.0113,0.003,0.0015,0.0015,0.0015,0.0015,0.1762,0.0015,0.0053,0.0008,	10	,0.0794,0.003,0.0008,0.0023,0.0008,0.0023,0.0537,0.2587,0.0726,0.0008,	2	5
ENSG00000002834	0	,	8	,0.0023,0.1415,0.0825,0.0008,0.1362,0.0151,0.0091,0.0008,	1	1
ENSG00000002919	4	,0.0008,0.0008,0.003,0.0015,	1	,0.0008,	1	0
ENSG00000002933	10	,0.0053,0.0008,0.1354,0.0144,0.0008,0.0015,0.0741,0.1694,0.2065,0.0015,	3	,0.025,0.1301,0.1271,	1	3
ENSG00000003056	4	,0.0015,0.0681,0.0008,0.0008,	0	,	0	2
ENSG00000003137	13	,0.9977,0.0008,0.0212,0.0651,0.0008,0.0023,0.0008,0.0008,0.7103,0.0144,0.0008,0.0023,0.0287,	9	,0.0015,0.7821,0.0038,0.0015,0.0053,0.0023,0.0182,0.0068,0.0008,	0	3
ENSG00000003147	6	,0.0008,0.0371,0.0038,0.0083,0.5378,0.0008,	6	,0.0045,0.0008,0.5779,0.0318,0.0166,0.025,	3	6
ENSG00000003249	3	,0.0008,0.0008,0.0045,	3	,0.0015,0.0053,0.0015,	5	1
ENSG00000003393	11	,0.0015,0.0008,0.0053,0.0023,0.0015,0.0023,0.0008,0.2436,0.0008,0.0008,0.9592,	11	,0.0204,0.0008,0.1944,0.0015,0.0061,0.0015,0.1006,0.0015,0.0008,0.0015,0.0008,	2	2
ENSG00000003400	8	,0.0008,0.0053,0.0008,0.0023,0.0008,0.0008,0.3328,0.0008,	8	,0.0008,0.5113,0.0098,0.0083,0.0008,0.0151,0.0091,0.0076,	8	2
ENSG00000003402	7	,0.0061,0.0015,0.0008,0.0817,0.0053,0.0015,0.0008,	5	,0.0015,0.0008,0.0098,0.0015,0.5386,	3	1
ENSG00000003436	4	,0.0068,0.385,0.0038,0.0015,	3	,0.0189,0.118,0.0008,	0	0
ENSG00000003509	10	,0.0015,0.0015,0.0401,0.2564,0.0008,0.0008,0.0008,0.0015,0.0008,0.0015,	3	,0.9985,0.003,0.0023,	1	0
ENSG00000003756	1	,0.0008,	9	,0.0015,0.0023,0.0008,0.2542,0.0015,0.2542,0.0257,0.0038,0.0015,	1	4
ENSG00000003987	6	,0.0008,0.0091,0.0008,0.0015,0.0008,0.0371,	11	,0.0015,0.0015,0.0303,0.0008,0.028,0.0015,0.0076,0.0272,0.4864,0.0023,0.0333,	1	2
ENSG00000003989	16	,0.295,0.0015,0.003,0.0015,0.0091,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0045,0.0053,0.0061,0.0053,0.0008,	13	,0.0469,0.003,0.0008,0.0008,0.0045,0.0166,0.0023,0.0189,0.0151,0.1369,0.0023,0.0492,0.0053,	8	8
ENSG00000004059	1	,0.0008,	1	,0.084,	0	0
ENSG00000004139	6	,0.0015,0.0008,0.0008,0.0008,0.0038,0.0045,	5	,0.0008,0.0038,0.0129,0.0038,0.0053,	0	2
ENSG00000004142	2	,0.0008,0.0053,	7	,0.3487,0.025,0.0106,0.975,0.025,0.0023,0.9743,	2	1
ENSG00000004399	27	,0.0008,0.0015,0.0015,0.0023,0.0008,0.2171,0.0008,0.0015,0.0053,0.0439,0.0098,0.2753,0.003,0.0008,0.0015,0.0121,0.0008,0.0008,0.0061,0.0734,0.0015,0.0038,0.1263,0.0068,0.0242,0.0159,0.0008,	37	,0.2564,0.0008,0.6694,0.003,0.0008,0.0015,0.0008,0.0015,0.0295,0.0045,0.3956,0.2262,0.3495,0.0182,0.0008,0.0038,0.003,0.0008,0.0015,0.3427,0.3964,0.0174,0.0008,0.0492,0.0015,0.1611,0.0015,0.0855,0.0023,0.0015,0.0098,0.0023,0.003,0.0023,0.0552,0.0008,0.0008,	6	8
ENSG00000004455	1	,0.0008,	1	,0.0008,	0	0
ENSG00000004468	5	,0.003,0.003,0.0008,0.0008,0.0008,	3	,0.0023,0.087,0.0023,	1	1
ENSG00000004478	8	,0.0061,0.0008,0.0008,0.0008,0.0015,0.0008,0.0015,0.0272,	0	,	2	3
ENSG00000004487	6	,0.0242,0.0008,0.472,0.6331,0.0076,0.0144,	6	,0.0008,0.1422,0.0151,0.0015,0.0008,0.0159,	2	5
ENSG00000004534	7	,0.003,0.003,0.0257,0.0008,0.0008,0.0015,0.0015,	5	,0.0008,0.0015,0.0287,0.0008,0.0514,	3	0
ENSG00000004660	4	,0.0061,0.1044,0.0008,0.0091,	9	,0.0113,0.0008,0.4614,0.0053,0.0015,0.947,0.2118,0.0008,0.0076,	2	3
ENSG00000004766	4	,0.0076,0.0008,0.028,0.0469,	3	,0.0068,0.0325,0.385,	2	2
ENSG00000004776	3	,0.0008,0.0061,0.0076,	2	,0.0015,0.0008,	1	1
ENSG00000004777	7	,0.0023,0.0008,0.0008,0.0023,0.0219,0.0061,0.0015,	21	,0.3828,0.0038,0.323,0.0598,0.0008,0.1089,0.0862,0.003,0.0174,0.0008,0.0242,0.0219,0.1256,0.0242,0.0008,0.0008,0.003,0.0023,0.0008,0.0008,0.0008,	2	6
ENSG00000004779	3	,0.003,0.003,0.0015,	3	,0.0008,0.7973,0.0008,	0	0
ENSG00000004799	1	,0.0151,	3	,0.0015,0.4039,0.0159,	1	0
ENSG00000004809	10	,0.9614,0.0008,0.0212,0.0356,0.0121,0.0968,0.003,0.0008,0.0023,0.1278,	9	,0.0008,0.0015,0.0061,0.0174,0.0159,0.0015,0.0015,0.0008,0.6112,	0	7
ENSG00000004838	7	,0.0008,0.0219,0.0303,0.0008,0.0076,0.0015,0.0008,	1	,0.0015,	0	1
ENSG00000004846	44	,0.0015,0.0091,0.0008,0.0681,0.0015,0.0038,0.0015,0.0038,0.0083,0.0053,0.0015,0.0076,0.0416,0.0083,0.0015,0.0015,0.0068,0.9713,0.003,0.0008,0.416,0.0182,0.0023,0.0265,0.0015,0.003,0.0015,0.0076,0.1142,0.0015,0.0756,0.0008,0.2534,0.0008,0.6392,0.0113,0.0008,0.0484,0.0038,0.0378,0.0023,0.1157,0.0159,0.003,	23	,0.0008,0.0159,0.0015,0.0015,0.0083,0.0076,0.0363,0.6014,0.0008,0.0091,0.0038,0.0121,0.003,0.0008,0.0242,0.0129,0.0061,0.0023,0.0015,0.211,0.0159,0.0008,0.9811,	8	5
ENSG00000004864	5	,0.0008,0.003,0.0008,0.0008,0.0008,	10	,0.0991,0.0008,0.0537,0.0068,0.0287,0.2481,0.0015,0.0439,0.0015,0.0507,	0	2
ENSG00000004866	5	,0.0008,0.0015,0.0015,0.0098,0.0015,	3	,0.0008,0.0045,0.0008,	0	5
ENSG00000004897	0	,	5	,0.1074,0.0038,0.9811,0.1127,0.0008,	1	0
ENSG00000004939	13	,0.0008,0.0998,0.0008,0.0008,0.0015,0.0076,0.0008,0.0008,0.0015,0.0023,0.0008,0.9047,0.0023,	17	,0.0015,0.0658,0.0008,0.003,0.0008,0.028,0.0144,0.0575,0.0008,0.003,0.003,0.0272,0.0651,0.0015,0.0008,0.0008,0.0098,	4	5
ENSG00000004948	2	,0.4592,0.0113,	6	,0.0189,0.0242,0.0008,0.0681,0.1974,0.0121,	1	2
ENSG00000004975	13	,0.0076,0.0045,0.0015,0.0182,0.0015,0.0008,0.0015,0.0008,0.0008,0.0008,0.0053,0.0023,0.0008,	9	,0.0008,0.416,0.0076,0.1505,0.0053,0.3018,0.267,0.0015,0.0015,	0	4
ENSG00000005007	2	,0.003,0.0008,	13	,0.0015,0.0015,0.0045,0.0318,0.0023,0.0015,0.0045,0.0091,0.0008,0.1188,0.0045,0.0318,0.0008,	0	3
ENSG00000005020	4	,0.062,0.298,0.0015,0.093,	1	,0.0877,	1	0
ENSG00000005059	3	,0.0015,0.059,0.171,	2	,0.0166,0.1415,	5	2
ENSG00000005073	1	,0.0023,	2	,0.0174,0.0068,	0	0
ENSG00000005100	15	,0.0038,0.0008,0.0083,0.0038,0.0008,0.0015,0.0008,0.0008,0.0711,0.0015,0.0015,0.0008,0.233,0.0113,0.0008,	6	,0.0356,0.0038,0.0008,0.0008,0.0061,0.0242,	4	7
ENSG00000005102	6	,0.0023,0.0038,0.0023,0.0008,0.357,0.0257,	2	,0.025,0.0129,	2	0
ENSG00000005108	33	,0.0038,0.0053,0.003,0.0061,0.0106,0.0015,0.0015,0.0023,0.0038,0.0008,0.1195,0.0008,0.0008,0.0008,0.0136,0.0008,0.0015,0.0023,0.0008,0.0008,0.0076,0.0106,0.0015,0.0008,0.0015,0.0151,0.0008,0.0136,0.003,0.0015,0.0015,0.0008,0.0045,	22	,0.0008,0.0953,0.0356,0.003,0.0038,0.0083,0.0008,0.0424,0.0068,0.8812,0.0083,0.4902,0.0794,0.8109,0.0038,0.0106,0.0098,0.0008,0.8351,0.0098,0.9962,0.0015,	3	3
ENSG00000005156	7	,0.0015,0.0015,0.0008,0.0847,0.0008,0.0008,0.0008,	10	,0.0045,0.0008,0.0015,0.0053,0.0015,0.0189,0.0847,0.0045,0.0015,0.0053,	3	2
ENSG00000005175	5	,0.0015,0.0061,0.0015,0.0008,0.0008,	3	,0.0023,0.0015,0.1566,	3	1
ENSG00000005187	12	,0.0113,0.0015,0.0008,0.0008,0.0144,0.0023,0.0507,0.1074,0.0045,0.0151,0.0068,0.0008,	6	,0.0008,0.2057,0.0068,0.028,0.0106,0.9932,	2	1
ENSG00000005189	3	,0.0008,0.0008,0.0015,	3	,0.0015,0.3396,0.0023,	1	5
ENSG00000005194	7	,0.0129,0.0257,0.0023,0.0144,0.0008,0.0499,0.0015,	1	,0.0182,	1	3
ENSG00000005238	9	,0.003,0.0008,0.0038,0.0015,0.0159,0.003,0.0061,0.0008,0.0121,	7	,0.2171,0.028,0.0197,0.059,0.0015,0.0189,0.0015,	1	3
ENSG00000005243	1	,0.0015,	0	,	0	0
ENSG00000005249	0	,	5	,0.1422,0.0038,0.0008,0.0008,0.4917,	1	0
ENSG00000005339	11	,0.0151,0.0008,0.0053,0.0333,0.0499,0.0023,0.0061,0.0008,0.0045,0.0023,0.0129,	25	,0.0015,0.0015,0.0008,0.0083,0.0688,0.0053,0.0023,0.0015,0.003,0.0008,0.062,0.0008,0.0008,0.0015,0.003,0.034,0.0023,0.0015,0.003,0.0303,0.0015,0.0023,0.7148,0.003,0.0113,	1	3
ENSG00000005379	45	,0.0008,0.1104,0.0015,0.0008,0.0083,0.6467,0.0008,0.0083,0.0083,0.0061,0.0121,0.0756,0.0076,0.0129,0.0008,0.0008,0.0008,0.1104,0.7625,0.0008,0.0015,0.0008,0.0015,0.0045,0.8502,0.0015,0.0045,0.7761,0.0015,0.0008,0.0045,0.0174,0.0015,0.0431,0.0144,0.0514,0.0015,0.0008,0.003,0.0015,0.0144,0.0514,0.0015,0.0076,0.0008,	25	,0.0386,0.0008,0.1089,0.0287,0.0053,0.6914,0.0008,0.0015,0.7027,0.0008,0.0015,0.0023,0.0008,0.0091,0.1097,0.0008,0.0008,0.0015,0.0015,0.0106,0.0446,0.0038,0.0008,0.0008,0.0537,	8	8
ENSG00000005381	11	,0.0106,0.0068,0.003,0.0008,0.0015,0.0038,0.0015,0.0015,0.0008,0.0008,0.1959,	11	,0.0151,0.0015,0.0189,0.0083,0.0968,0.0045,0.0023,0.003,0.0008,0.0015,0.0038,	1	3
ENSG00000005421	7	,0.0023,0.2474,0.0008,0.0023,0.0015,0.0113,0.1498,	0	,	0	2
ENSG00000005436	20	,0.0023,0.0008,0.0091,0.0136,0.5189,0.003,0.003,0.0023,0.0015,0.0643,0.003,0.2012,0.0015,0.0151,0.0015,0.0008,0.0008,0.0008,0.2118,0.0053,	6	,0.0045,0.0008,0.2065,0.0045,0.0053,0.0008,	8	7
ENSG00000005448	6	,0.0166,0.0008,0.0098,0.0015,0.0008,0.0008,	4	,0.0008,0.0038,0.0015,0.0008,	1	1
ENSG00000005469	10	,0.0008,0.0076,0.0015,0.0008,0.0015,0.0008,0.1021,0.0015,0.0008,0.0015,	2	,0.9349,0.003,	0	0
ENSG00000005471	13	,0.0015,0.0008,0.0023,0.0174,0.0938,0.0008,0.6006,0.0076,0.025,0.003,0.0061,0.0015,0.0113,	13	,0.0023,0.0015,0.0129,0.0008,0.0386,0.0008,0.0038,0.3389,0.0189,0.062,0.0068,0.4939,0.0635,	1	4
ENSG00000005483	12	,0.0008,0.0008,0.0008,0.0008,0.0015,0.0023,0.0015,0.0182,0.0008,0.0136,0.0008,0.0008,	8	,0.0038,0.0015,0.41,0.0303,0.0053,0.0136,0.0015,0.003,	2	1
ENSG00000005486	3	,0.0023,0.0015,0.0008,	1	,0.0015,	0	1
ENSG00000005513	4	,0.0008,0.0015,0.0083,0.0015,	11	,0.0295,0.0023,0.0189,0.0008,0.0015,0.4198,0.0008,0.118,0.0008,0.0212,0.0008,	3	7
ENSG00000005700	9	,0.0008,0.0015,0.2519,0.0008,0.0008,0.0197,0.0008,0.0091,0.025,	10	,0.0408,0.0008,0.0045,0.0053,0.0015,0.0008,0.0015,0.0023,0.2912,0.0477,	3	2
ENSG00000005801	0	,	0	,	9	3
ENSG00000005810	12	,0.0023,0.0008,0.0015,0.003,0.0008,0.0068,0.0688,0.0015,0.0008,0.0061,0.0008,0.0008,	30	,0.0522,0.0008,0.0772,0.1256,0.0038,0.0008,0.0045,0.0015,0.0038,0.0015,0.0008,0.0023,0.0015,0.0038,0.0008,0.0015,0.003,0.0038,0.093,0.1263,0.3056,0.003,0.0008,0.0038,0.0008,0.0023,0.0008,0.0008,0.0015,0.0764,	3	9
ENSG00000005812	0	,	5	,0.0439,0.0008,0.0023,0.0015,0.0008,	0	2
ENSG00000005844	2	,0.4206,0.0303,	4	,0.0061,0.0106,0.0015,0.0015,	1	3
ENSG00000005882	3	,0.0015,0.003,0.0008,	10	,0.0113,0.034,0.5068,0.0015,0.0008,0.0091,0.0136,0.0008,0.0068,0.0121,	0	1
ENSG00000005884	16	,0.0008,0.0015,0.0008,0.0015,0.0008,0.0461,0.0015,0.003,0.0015,0.0076,0.0008,0.0015,0.0015,0.0015,0.0008,0.0015,	12	,0.0023,0.0545,0.0499,0.0045,0.6589,0.5598,0.0023,0.0015,0.0015,0.0023,0.1868,0.0008,	5	7
ENSG00000005961	11	,0.003,0.0189,0.0015,0.0008,0.0008,0.0159,0.0076,0.0083,0.0023,0.0015,0.0008,	8	,0.4266,0.0015,0.0008,0.0159,0.0008,0.0174,0.0023,0.0318,	3	5
ENSG00000005981	3	,0.1241,0.0015,0.0008,	2	,0.0008,0.0008,	0	3
ENSG00000006007	2	,0.0159,0.0008,	1	,0.0734,	1	2
ENSG00000006015	3	,0.0015,0.0015,0.0106,	4	,0.0015,0.0008,0.0832,0.0068,	1	2
ENSG00000006016	1	,0.0008,	3	,0.0242,0.0779,0.0008,	1	7
ENSG00000006025	6	,0.0023,0.0038,0.0121,0.0053,0.0303,0.0015,	8	,0.2315,0.2995,0.0643,0.0219,0.0008,0.0121,0.0008,0.0303,	3	3
ENSG00000006042	2	,0.025,0.0053,	1	,0.0772,	0	1
ENSG00000006047	0	,	0	,	0	2
ENSG00000006059	1	,0.0151,	1	,0.6679,	2	4
ENSG00000006062	13	,0.0015,0.0265,0.0008,0.0008,0.0008,0.0015,0.0008,0.9977,0.0038,0.0121,0.0008,0.0008,0.0008,	8	,0.2209,0.0023,0.0008,0.0015,0.0015,0.0038,0.0008,0.0038,	4	4
ENSG00000006071	17	,0.0272,0.003,0.0008,0.025,0.0015,0.003,0.0008,0.0008,0.0008,0.0015,0.0068,0.0008,0.059,0.0015,0.0008,0.0008,0.0015,	26	,0.0303,0.0015,0.0098,0.0008,0.0015,0.0045,0.77,0.0121,0.003,0.0257,0.289,0.0015,0.0008,0.171,0.0098,0.0015,0.5159,0.0318,0.0076,0.0499,0.0061,0.0008,0.0461,0.1422,0.3729,0.0008,	5	13
ENSG00000006116	0	,	3	,0.0008,0.0023,0.0129,	0	1
ENSG00000006118	20	,0.0015,0.0015,0.003,0.003,0.0023,0.0053,0.0015,0.2277,0.0008,0.0015,0.0015,0.0356,0.0242,0.0015,0.0015,0.0008,0.0008,0.0015,0.4728,0.0008,	11	,0.0212,0.0219,0.4728,0.0015,0.0961,0.0083,0.528,0.0053,0.1271,0.0038,0.0008,	8	9
ENSG00000006125	2	,0.0068,0.0688,	6	,0.0008,0.0015,0.0053,0.0015,0.4644,0.0446,	0	3
ENSG00000006128	0	,	2	,0.0015,0.0015,	1	0
ENSG00000006194	9	,0.0023,0.0015,0.0098,0.0015,0.4629,0.0477,0.0083,0.003,0.0008,	3	,0.0008,0.003,0.0068,	3	5
ENSG00000006210	9	,0.0015,0.0008,0.0015,0.0318,0.0106,0.0045,0.0015,0.0008,0.9985,	7	,0.0061,0.0076,0.0008,0.0197,0.0038,0.0008,0.848,	2	3
ENSG00000006283	2	,0.0008,0.0008,	10	,0.0023,0.0038,0.0023,0.0015,0.0287,0.0023,0.062,0.0015,0.003,0.0008,	1	1
ENSG00000006327	6	,0.0136,0.0008,0.0545,0.0008,0.0015,0.0008,	2	,0.0008,0.0424,	1	0
ENSG00000006377	1	,0.0008,	1	,0.0008,	1	1
ENSG00000006432	9	,0.0008,0.0015,0.0015,0.003,0.003,0.0371,0.0015,0.0015,0.0008,	11	,0.025,0.0023,0.2163,0.0008,0.0356,0.0023,0.0008,0.0408,0.1573,0.0008,0.0008,	3	5
ENSG00000006451	0	,	1	,0.0015,	0	0
ENSG00000006459	6	,0.0091,0.0113,0.0091,0.4047,0.0008,0.0045,	4	,0.0174,0.416,0.0015,0.0023,	1	0
ENSG00000006468	3	,0.0015,0.0008,0.8177,	7	,0.003,0.003,0.0015,0.0008,0.0091,0.0015,0.6672,	0	1
ENSG00000006530	8	,0.0106,0.0053,0.0008,0.0015,0.0068,0.0008,0.0015,0.0015,	1	,0.0015,	1	0
ENSG00000006534	3	,0.0038,0.0015,0.0008,	5	,0.205,0.0847,0.0908,0.4002,0.1649,	7	8
ENSG00000006555	22	,0.0098,0.0477,0.0008,0.0272,0.0151,0.0068,0.0008,0.0015,0.9992,0.0151,0.0008,0.0008,0.0023,0.0098,0.0008,0.0038,0.0015,0.0257,0.0098,0.0008,0.0015,0.0265,	9	,0.0008,0.003,0.0008,0.0008,0.0151,0.0008,0.0023,0.0227,0.0008,	0	4
ENSG00000006576	4	,0.0091,0.0045,0.0015,0.5651,	5	,0.003,0.2194,0.0023,0.0098,0.0287,	2	3
ENSG00000006607	34	,0.0023,0.003,0.0023,0.0008,0.146,0.0008,0.0008,0.003,0.0038,0.0023,0.0015,0.0015,0.0038,0.0008,0.0008,0.0008,0.0015,0.0938,0.0008,0.0015,0.0008,0.0015,0.0008,0.0643,0.0015,0.0038,0.0008,0.0045,0.0015,0.0076,0.0174,0.0045,0.0015,0.0008,	17	,0.0877,0.0008,0.0038,0.0008,0.0015,0.0053,0.0189,0.0045,0.003,0.0015,0.1225,0.0008,0.0061,0.2148,0.0166,0.003,0.0008,	17	6
ENSG00000006611	18	,0.0008,0.0174,0.4168,0.0492,0.0038,0.0015,0.0008,0.0401,0.0008,0.0015,0.0227,0.0008,0.0454,0.0015,0.0008,0.0227,0.0658,0.0227,	15	,0.0265,0.0015,0.0015,0.0234,0.0015,0.0522,0.0061,0.0008,0.3018,0.0008,0.8956,0.0008,0.0008,0.0008,0.0794,	8	10
ENSG00000006634	5	,0.0008,0.0008,0.003,0.1021,0.0008,	3	,0.034,0.0045,0.0061,	1	0
ENSG00000006638	8	,0.2057,0.0393,0.0015,0.0015,0.0499,0.0008,0.0053,0.0015,	8	,0.0015,0.0061,0.031,0.0068,0.003,0.0038,0.031,0.1445,	3	5
ENSG00000006652	3	,0.2254,0.0053,0.0008,	7	,0.0174,0.0008,0.3283,0.3623,0.0015,0.0144,0.0287,	3	2
ENSG00000006695	9	,0.0061,0.0862,0.0023,0.4433,0.0008,0.0242,0.0083,0.0023,0.0023,	7	,0.0045,0.4947,0.0015,0.0008,0.084,0.0008,0.0023,	0	3
ENSG00000006712	4	,0.0121,0.0068,0.0045,0.0023,	4	,0.0136,0.0008,0.0023,0.1392,	1	1
ENSG00000006715	5	,0.0008,0.0008,0.0053,0.0008,0.0008,	9	,0.0008,0.0363,0.2549,0.0015,0.0008,0.6467,0.003,0.0333,0.003,	0	2
ENSG00000006740	1	,0.0008,	10	,0.0968,0.0144,0.0318,0.0015,0.0008,0.0613,0.0045,0.0991,0.0083,0.0068,	2	3
ENSG00000006744	7	,0.0015,0.003,0.233,0.0008,0.0008,0.0008,0.0083,	8	,0.0953,0.0053,0.0008,0.7943,0.0265,0.0008,0.0499,0.0015,	5	4
ENSG00000006747	21	,0.4319,0.0219,0.0159,0.0106,0.0023,0.0038,0.0371,0.0008,0.0008,0.0015,0.0023,0.0015,0.0008,0.0628,0.0272,0.0416,0.0061,0.0257,0.0015,0.0008,0.031,	10	,0.0045,0.0038,0.0015,0.1778,0.0015,0.0015,0.0151,0.0015,0.0015,0.0038,	3	7
ENSG00000006788	33	,0.0038,0.0008,0.8525,0.0008,0.0015,0.003,0.0015,0.0015,0.0008,0.0008,0.0015,0.0015,0.0318,0.0008,0.0484,0.0015,0.0008,0.0008,0.0008,0.1694,0.6392,0.0023,0.0008,0.0008,0.0015,0.0008,0.0015,0.0008,0.0038,0.0197,0.0008,0.0091,0.0113,	18	,0.0015,0.3359,0.0015,0.0045,0.0363,0.003,0.8328,0.0749,0.0023,0.003,0.003,0.1982,0.0038,0.2292,0.6188,0.0189,0.9939,0.0151,	4	11
ENSG00000006831	2	,0.0477,0.0008,	5	,0.2073,0.1952,0.0023,0.5416,0.0219,	0	3
ENSG00000006837	7	,0.0008,0.0008,0.0045,0.0015,0.003,0.0129,0.0008,	1	,0.0356,	1	1
ENSG00000007001	8	,0.0008,0.6316,0.0166,0.0008,0.0015,0.003,0.0008,0.0008,	4	,0.0053,0.003,0.0605,0.0098,	4	2
ENSG00000007038	2	,0.0008,0.0219,	1	,0.6952,	2	3
ENSG00000007062	3	,0.0015,0.0015,0.0008,	2	,0.2632,0.1581,	0	0
ENSG00000007080	2	,0.0015,0.0008,	2	,0.3752,0.0015,	0	0
ENSG00000007168	0	,	3	,0.0182,0.0545,0.0121,	1	1
ENSG00000007171	12	,0.0038,0.0015,0.0008,0.0023,0.0008,0.0076,0.1271,0.0053,0.0023,0.2292,0.0023,0.0015,	10	,0.003,0.1959,0.0023,0.1929,0.0023,0.0008,0.1815,0.003,0.0151,0.2413,	0	5
