ENSG00000004779	3	,0.003,0.003,0.0015,	3	,0.0008,0.7973,0.0008,	0	0	324.2	143.8
ENSG00000004799	1	,0.0151,	3	,0.0015,0.4039,0.0159,	1	0	870.8	362.2
ENSG00000004809	10	,0.9614,0.0008,0.0212,0.0356,0.0121,0.0968,0.003,0.0008,0.0023,0.1278,	9	,0.0008,0.0015,0.0061,0.0174,0.0159,0.0015,0.0015,0.0008,0.6112,	0	7	1295.8	435.2
ENSG00000004838	7	,0.0008,0.0219,0.0303,0.0008,0.0076,0.0015,0.0008,	1	,0.0015,	0	1	985.4	336.2
ENSG00000004846	44	,0.0015,0.0091,0.0008,0.0681,0.0015,0.0038,0.0015,0.0038,0.0083,0.0053,0.0015,0.0076,0.0416,0.0083,0.0015,0.0015,0.0068,0.9713,0.003,0.0008,0.416,0.0182,0.0023,0.0265,0.0015,0.003,0.0015,0.0076,0.1142,0.0015,0.0756,0.0008,0.2534,0.0008,0.6392,0.0113,0.0008,0.0484,0.0038,0.0378,0.0023,0.1157,0.0159,0.003,	23	,0.0008,0.0159,0.0015,0.0015,0.0083,0.0076,0.0363,0.6014,0.0008,0.0091,0.0038,0.0121,0.003,0.0008,0.0242,0.0129,0.0061,0.0023,0.0015,0.211,0.0159,0.0008,0.9811,	8	5	2642.6	1128.4
ENSG00000004864	5	,0.0008,0.003,0.0008,0.0008,0.0008,	10	,0.0991,0.0008,0.0537,0.0068,0.0287,0.2481,0.0015,0.0439,0.0015,0.0507,	0	2	1422.6	605.4
ENSG00000004866	5	,0.0008,0.0015,0.0015,0.0098,0.0015,	3	,0.0008,0.0045,0.0008,	0	5	1229.9	525.1
ENSG00000004897	0	,	5	,0.1074,0.0038,0.9811,0.1127,0.0008,	1	0	1855.8	634.2
ENSG00000004939	13	,0.0008,0.0998,0.0008,0.0008,0.0015,0.0076,0.0008,0.0008,0.0015,0.0023,0.0008,0.9047,0.0023,	17	,0.0015,0.0658,0.0008,0.003,0.0008,0.028,0.0144,0.0575,0.0008,0.003,0.003,0.0272,0.0651,0.0015,0.0008,0.0008,0.0098,	4	5	2052.8	680.2
ENSG00000004948	2	,0.4592,0.0113,	6	,0.0189,0.0242,0.0008,0.0681,0.1974,0.0121,	1	2	1041.6	428.4
ENSG00000004975	13	,0.0076,0.0045,0.0015,0.0182,0.0015,0.0008,0.0015,0.0008,0.0008,0.0008,0.0053,0.0023,0.0008,	9	,0.0008,0.416,0.0076,0.1505,0.0053,0.3018,0.267,0.0015,0.0015,	0	4	1630.8	577.2
ENSG00000005007	2	,0.003,0.0008,	13	,0.0015,0.0015,0.0045,0.0318,0.0023,0.0015,0.0045,0.0091,0.0008,0.1188,0.0045,0.0318,0.0008,	0	3	2740.4	646.6
ENSG00000005020	4	,0.062,0.298,0.0015,0.093,	1	,0.0877,	1	0	810.9	266.1
ENSG00000005059	3	,0.0015,0.059,0.171,	2	,0.0166,0.1415,	5	2	670.1	337.9
ENSG00000005073	1	,0.0023,	2	,0.0174,0.0068,	0	0	739.7	199.3
ENSG00000005100	15	,0.0038,0.0008,0.0083,0.0038,0.0008,0.0015,0.0008,0.0008,0.0711,0.0015,0.0015,0.0008,0.233,0.0113,0.0008,	6	,0.0356,0.0038,0.0008,0.0008,0.0061,0.0242,	4	7	1591.1	529.9
ENSG00000005102	6	,0.0023,0.0038,0.0023,0.0008,0.357,0.0257,	2	,0.025,0.0129,	2	0	588.2	173.8
ENSG00000005108	33	,0.0038,0.0053,0.003,0.0061,0.0106,0.0015,0.0015,0.0023,0.0038,0.0008,0.1195,0.0008,0.0008,0.0008,0.0136,0.0008,0.0015,0.0023,0.0008,0.0008,0.0076,0.0106,0.0015,0.0008,0.0015,0.0151,0.0008,0.0136,0.003,0.0015,0.0015,0.0008,0.0045,	22	,0.0008,0.0953,0.0356,0.003,0.0038,0.0083,0.0008,0.0424,0.0068,0.8812,0.0083,0.4902,0.0794,0.8109,0.0038,0.0106,0.0098,0.0008,0.8351,0.0098,0.9962,0.0015,	3	3	3519.2	1451.8
ENSG00000005156	7	,0.0015,0.0015,0.0008,0.0847,0.0008,0.0008,0.0008,	10	,0.0045,0.0008,0.0015,0.0053,0.0015,0.0189,0.0847,0.0045,0.0015,0.0053,	3	2	2181.6	845.4
ENSG00000005175	5	,0.0015,0.0061,0.0015,0.0008,0.0008,	3	,0.0023,0.0015,0.1566,	3	1	1518.3	476.7
ENSG00000005187	12	,0.0113,0.0015,0.0008,0.0008,0.0144,0.0023,0.0507,0.1074,0.0045,0.0151,0.0068,0.0008,	6	,0.0008,0.2057,0.0068,0.028,0.0106,0.9932,	2	1	1267.0	491.4
ENSG00000005189	3	,0.0008,0.0008,0.0015,	3	,0.0015,0.3396,0.0023,	1	5	1587.7	734.3
ENSG00000005194	7	,0.0129,0.0257,0.0023,0.0144,0.0008,0.0499,0.0015,	1	,0.0182,	1	3	649.9	286.1
ENSG00000005238	9	,0.003,0.0008,0.0038,0.0015,0.0159,0.003,0.0061,0.0008,0.0121,	7	,0.2171,0.028,0.0197,0.059,0.0015,0.0189,0.0015,	1	3	1093.3	520.7
ENSG00000005243	1	,0.0015,	0	,	0	0	480.3	149.7
ENSG00000005249	0	,	5	,0.1422,0.0038,0.0008,0.0008,0.4917,	1	0	875.5	378.5
ENSG00000005339	11	,0.0151,0.0008,0.0053,0.0333,0.0499,0.0023,0.0061,0.0008,0.0045,0.0023,0.0129,	25	,0.0015,0.0015,0.0008,0.0083,0.0688,0.0053,0.0023,0.0015,0.003,0.0008,0.062,0.0008,0.0008,0.0015,0.003,0.034,0.0023,0.0015,0.003,0.0303,0.0015,0.0023,0.7148,0.003,0.0113,	1	3	5455.2	1870.8
ENSG00000005379	45	,0.0008,0.1104,0.0015,0.0008,0.0083,0.6467,0.0008,0.0083,0.0083,0.0061,0.0121,0.0756,0.0076,0.0129,0.0008,0.0008,0.0008,0.1104,0.7625,0.0008,0.0015,0.0008,0.0015,0.0045,0.8502,0.0015,0.0045,0.7761,0.0015,0.0008,0.0045,0.0015,0.0174,0.0431,0.0144,0.0514,0.0015,0.0008,0.003,0.0015,0.0144,0.0514,0.0015,0.0076,0.0008,	25	,0.0386,0.0008,0.1089,0.0287,0.0053,0.6914,0.0008,0.0015,0.7027,0.0008,0.0015,0.0023,0.0008,0.0091,0.1097,0.0008,0.0008,0.0015,0.0015,0.0106,0.0446,0.0038,0.0008,0.0008,0.0537,	8	8	4019.9	1551.1
ENSG00000005381	11	,0.0106,0.0068,0.003,0.0008,0.0015,0.0038,0.0015,0.0015,0.0008,0.0008,0.1959,	11	,0.0151,0.0015,0.0189,0.0083,0.0968,0.0045,0.0023,0.003,0.0008,0.0015,0.0038,	1	3	1809.3	425.7
ENSG00000005421	7	,0.0023,0.2474,0.0008,0.0023,0.0015,0.0113,0.1498,	0	,	0	2	749.4	315.6
ENSG00000005436	20	,0.0023,0.0008,0.0091,0.0136,0.5189,0.003,0.003,0.0023,0.0015,0.0643,0.003,0.2012,0.0015,0.0151,0.0015,0.0008,0.0008,0.0008,0.2118,0.0053,	6	,0.0045,0.0008,0.2065,0.0045,0.0053,0.0008,	8	7	1710.6	632.4
ENSG00000005448	6	,0.0166,0.0008,0.0098,0.0015,0.0008,0.0008,	4	,0.0008,0.0038,0.0015,0.0008,	1	1	695.9	306.1
ENSG00000005469	10	,0.0008,0.0076,0.0015,0.0008,0.0015,0.0008,0.1021,0.0015,0.0008,0.0015,	2	,0.9349,0.003,	0	0	1431.7	488.3
ENSG00000005471	13	,0.0015,0.0008,0.0023,0.0174,0.0938,0.0008,0.6006,0.0076,0.025,0.003,0.0061,0.0015,0.0113,	13	,0.0023,0.0015,0.0129,0.0008,0.0386,0.0008,0.0038,0.3389,0.0189,0.062,0.0068,0.4939,0.0635,	1	4	2719.5	1138.5
ENSG00000005483	12	,0.0008,0.0008,0.0008,0.0008,0.0015,0.0023,0.0015,0.0182,0.0008,0.0136,0.0008,0.0008,	8	,0.0038,0.0015,0.41,0.0303,0.0053,0.0136,0.0015,0.003,	2	1	4296.6	1277.4
ENSG00000005486	3	,0.0023,0.0015,0.0008,	1	,0.0015,	0	1	837.2	254.8
ENSG00000005513	4	,0.0008,0.0015,0.0083,0.0015,	11	,0.0295,0.0023,0.0189,0.0008,0.0015,0.4198,0.0008,0.118,0.0008,0.0212,0.0008,	3	7	1185.1	152.9
ENSG00000005700	9	,0.0008,0.0015,0.2519,0.0008,0.0008,0.0197,0.0008,0.0091,0.025,	10	,0.0408,0.0008,0.0045,0.0053,0.0015,0.0008,0.0015,0.0023,0.2912,0.0477,	3	2	3105.2	953.8
ENSG00000005801	0	,	0	,	9	3	1519.0	380.0
ENSG00000005810	12	,0.0023,0.0008,0.0015,0.003,0.0008,0.0068,0.0688,0.0015,0.0008,0.0061,0.0008,0.0008,	30	,0.0522,0.0008,0.0772,0.1256,0.0038,0.0008,0.0045,0.0015,0.0038,0.0015,0.0008,0.0023,0.0015,0.0038,0.0008,0.0015,0.003,0.0038,0.093,0.1263,0.3056,0.003,0.0008,0.0038,0.0008,0.0023,0.0008,0.0008,0.0015,0.0764,	3	9	10583.0	3733.0
ENSG00000005812	0	,	5	,0.0439,0.0008,0.0023,0.0015,0.0008,	0	2	925.1	358.9
ENSG00000005844	2	,0.4206,0.0303,	4	,0.0061,0.0106,0.0015,0.0015,	1	3	863.9	240.1
ENSG00000005882	3	,0.0015,0.003,0.0008,	10	,0.0113,0.034,0.5068,0.0015,0.0008,0.0091,0.0136,0.0008,0.0068,0.0121,	0	1	1010.1	210.9
ENSG00000005884	16	,0.0008,0.0015,0.0008,0.0015,0.0008,0.0461,0.0015,0.003,0.0015,0.0076,0.0008,0.0015,0.0015,0.0015,0.0008,0.0015,	12	,0.0023,0.0545,0.0499,0.0045,0.6589,0.5598,0.0023,0.0015,0.0015,0.0023,0.1868,0.0008,	5	7	2447.3	750.7
ENSG00000005961	11	,0.003,0.0189,0.0015,0.0008,0.0008,0.0159,0.0076,0.0083,0.0023,0.0015,0.0008,	8	,0.4266,0.0015,0.0008,0.0159,0.0008,0.0174,0.0023,0.0318,	3	5	2317.8	799.2
ENSG00000005981	3	,0.1241,0.0015,0.0008,	2	,0.0008,0.0008,	0	3	973.6	304.4
ENSG00000006007	2	,0.0159,0.0008,	1	,0.0734,	1	2	739.4	253.6
ENSG00000006015	3	,0.0015,0.0015,0.0106,	4	,0.0015,0.0008,0.0832,0.0068,	1	2	486.4	116.6
ENSG00000006016	1	,0.0008,	3	,0.0242,0.0779,0.0008,	1	7	1060.2	217.8
ENSG00000006025	6	,0.0023,0.0038,0.0121,0.0053,0.0303,0.0015,	8	,0.2315,0.2995,0.0643,0.0219,0.0008,0.0121,0.0008,0.0303,	3	3	2021.4	504.6
ENSG00000006042	2	,0.025,0.0053,	1	,0.0772,	0	1	482.6	195.4
ENSG00000006047	0	,	0	,	0	2	315.9	173.1
ENSG00000006059	1	,0.0151,	1	,0.6679,	2	4	1016.9	195.1
ENSG00000006062	13	,0.0015,0.0265,0.0008,0.0008,0.0008,0.0015,0.0008,0.9977,0.0038,0.0121,0.0008,0.0008,0.0008,	8	,0.2209,0.0023,0.0008,0.0015,0.0015,0.0038,0.0008,0.0038,	4	4	2201.6	639.4
ENSG00000006071	17	,0.0272,0.003,0.0008,0.025,0.0015,0.003,0.0008,0.0008,0.0008,0.0015,0.0068,0.0008,0.059,0.0015,0.0008,0.0008,0.0015,	26	,0.0303,0.0015,0.0098,0.0008,0.0015,0.0045,0.77,0.0121,0.003,0.0257,0.289,0.0015,0.0008,0.171,0.0098,0.0015,0.5159,0.0318,0.0076,0.0499,0.0061,0.0008,0.0461,0.1422,0.3729,0.0008,	5	13	3732.7	1076.3
ENSG00000006116	0	,	3	,0.0008,0.0023,0.0129,	0	1	707.0	238.0
ENSG00000006118	20	,0.0015,0.0015,0.003,0.003,0.0023,0.0053,0.0015,0.2277,0.0008,0.0015,0.0015,0.0356,0.0242,0.0015,0.0015,0.0008,0.0008,0.0015,0.4728,0.0008,	11	,0.0212,0.0219,0.4728,0.0015,0.0961,0.0083,0.528,0.0053,0.1271,0.0038,0.0008,	8	9	2232.9	839.5
ENSG00000006125	2	,0.0068,0.0688,	6	,0.0008,0.0015,0.0053,0.0015,0.4644,0.0446,	0	3	2085.2	767.8
ENSG00000006128	0	,	2	,0.0015,0.0015,	1	0	272.0	115.0
ENSG00000006194	9	,0.0023,0.0015,0.0098,0.0015,0.4629,0.0477,0.0083,0.003,0.0008,	3	,0.0008,0.003,0.0068,	3	5	1446.4	602.6
ENSG00000006210	9	,0.0015,0.0008,0.0015,0.0318,0.0106,0.0045,0.0015,0.0008,0.9985,	7	,0.0061,0.0076,0.0008,0.0197,0.0038,0.0008,0.848,	2	3	894.7	314.3
ENSG00000006283	2	,0.0008,0.0008,	10	,0.0023,0.0038,0.0023,0.0015,0.0287,0.0023,0.062,0.0015,0.003,0.0008,	1	1	799.7	211.3
ENSG00000006327	6	,0.0136,0.0008,0.0545,0.0008,0.0015,0.0008,	2	,0.0008,0.0424,	1	0	476.1	198.9
ENSG00000006377	1	,0.0008,	1	,0.0008,	1	1	660.7	218.3
ENSG00000006432	9	,0.0008,0.0015,0.0015,0.003,0.003,0.0371,0.0015,0.0015,0.0008,	11	,0.025,0.0023,0.2163,0.0008,0.0356,0.0023,0.0008,0.0408,0.1573,0.0008,0.0008,	3	5	2487.4	866.6
ENSG00000006451	0	,	1	,0.0015,	0	0	436.3	181.7
ENSG00000006459	6	,0.0091,0.0113,0.0091,0.4047,0.0008,0.0045,	4	,0.0174,0.416,0.0015,0.0023,	1	0	2042.1	780.9
ENSG00000006468	3	,0.0015,0.0008,0.8177,	7	,0.003,0.003,0.0015,0.0008,0.0091,0.0015,0.6672,	0	1	1044.8	428.2
ENSG00000006530	8	,0.0106,0.0053,0.0008,0.0015,0.0068,0.0008,0.0015,0.0015,	1	,0.0015,	1	0	889.0	377.0
ENSG00000006534	3	,0.0038,0.0015,0.0008,	5	,0.205,0.0847,0.0908,0.4002,0.1649,	7	8	1174.5	229.5
ENSG00000006555	22	,0.0098,0.0477,0.0008,0.0272,0.0151,0.0068,0.0008,0.0015,0.9992,0.0151,0.0008,0.0008,0.0023,0.0098,0.0008,0.0038,0.0015,0.0257,0.0098,0.0008,0.0015,0.0265,	9	,0.0008,0.003,0.0008,0.0008,0.0151,0.0008,0.0023,0.0227,0.0008,	0	4	1414.9	292.1
ENSG00000006576	4	,0.0091,0.0045,0.0015,0.5651,	5	,0.003,0.2194,0.0023,0.0098,0.0287,	2	3	1803.3	551.7
ENSG00000006607	34	,0.0023,0.003,0.0023,0.0008,0.146,0.0008,0.0008,0.003,0.0038,0.0023,0.0015,0.0015,0.0038,0.0008,0.0008,0.0008,0.0015,0.0938,0.0008,0.0015,0.0008,0.0008,0.0015,0.0643,0.0015,0.0038,0.0008,0.0045,0.0015,0.0076,0.0174,0.0045,0.0015,0.0008,	17	,0.0877,0.0008,0.0038,0.0008,0.0015,0.0053,0.0189,0.0045,0.003,0.0015,0.1225,0.0008,0.0061,0.2148,0.0166,0.003,0.0008,	17	6	2280.1	881.9
ENSG00000006611	18	,0.0008,0.0174,0.4168,0.0492,0.0038,0.0015,0.0008,0.0401,0.0008,0.0015,0.0227,0.0008,0.0454,0.0015,0.0008,0.0227,0.0658,0.0227,	15	,0.0265,0.0015,0.0015,0.0234,0.0015,0.0522,0.0061,0.0008,0.3018,0.0008,0.8956,0.0008,0.0008,0.0008,0.0794,	8	10	1878.7	818.3
ENSG00000006625	0	,	0	,	0	0	405.7	158.3
ENSG00000006634	5	,0.0008,0.0008,0.003,0.1021,0.0008,	3	,0.034,0.0045,0.0061,	1	0	1529.2	492.8
ENSG00000006638	8	,0.2057,0.0393,0.0015,0.0015,0.0499,0.0008,0.0053,0.0015,	8	,0.0015,0.0061,0.031,0.0068,0.003,0.0038,0.031,0.1445,	3	5	972.7	248.3
ENSG00000006652	3	,0.2254,0.0053,0.0008,	7	,0.0174,0.0008,0.3283,0.3623,0.0015,0.0144,0.0287,	3	2	993.1	359.9
ENSG00000006695	9	,0.0061,0.0862,0.0023,0.4433,0.0008,0.0242,0.0083,0.0023,0.0023,	7	,0.0045,0.4947,0.0015,0.0008,0.084,0.0008,0.0023,	0	3	923.6	405.4
ENSG00000006712	4	,0.0121,0.0068,0.0045,0.0023,	4	,0.0136,0.0008,0.0023,0.1392,	1	1	1175.7	417.3
ENSG00000006715	5	,0.0008,0.0008,0.0053,0.0008,0.0008,	9	,0.0008,0.0363,0.2549,0.0015,0.0008,0.6467,0.003,0.0333,0.003,	0	2	1827.9	734.1
ENSG00000006740	1	,0.0008,	10	,0.0968,0.0144,0.0318,0.0015,0.0008,0.0613,0.0045,0.0991,0.0083,0.0068,	2	3	1816.2	637.8
ENSG00000006744	7	,0.0015,0.003,0.233,0.0008,0.0008,0.0008,0.0083,	8	,0.0953,0.0053,0.0008,0.7943,0.0265,0.0008,0.0499,0.0015,	5	4	1823.0	655.0
ENSG00000006747	21	,0.4319,0.0219,0.0159,0.0106,0.0023,0.0038,0.0371,0.0008,0.0008,0.0015,0.0023,0.0015,0.0008,0.0628,0.0272,0.0416,0.0061,0.0257,0.0015,0.0008,0.031,	10	,0.0045,0.0038,0.0015,0.1778,0.0015,0.0015,0.0151,0.0015,0.0015,0.0038,	3	7	1547.6	597.4
