FBgn0000053	53.0	,0.0125,0.025,0.025,0.1875,0.0125,0.00625,0.0125,0.03125,0.0125,0.0125,0.0625,0.08125,0.65,0.00625,0.0125,0.00625,0.00625,0.125,0.0125,0.99375,0.09375,0.10625,0.0125,0.60625,0.01875,0.0875,0.1125,0.00625,0.00625,0.025,0.11875,0.125,0.09375,0.125,0.1375,0.0375,0.14375,0.05,0.01875,0.00625,0.0125,0.2625,0.025,0.56875,0.00625,0.00625,0.00625,0.03125,0.875,0.0375,0.21875,0.025,0.08125,	98.0	,0.00625,0.025,0.95,0.00625,0.00625,0.03125,0.03125,0.7,0.01875,0.03125,0.0625,0.00625,0.0125,0.0375,0.0375,0.14375,0.05625,0.9875,0.1125,0.0125,0.1875,0.1875,0.45625,0.45625,0.5375,0.40625,0.98125,0.975,0.04375,0.08125,0.00625,0.01875,0.00625,0.83125,0.83125,0.025,0.93125,0.10625,0.6875,0.08125,0.00625,0.025,0.025,0.15,0.15625,0.8875,0.01875,0.10625,0.075,0.10625,0.6,0.13125,0.75,0.175,0.63125,0.175,0.10625,0.0375,0.15,0.00625,0.03125,0.08125,0.05,0.00625,0.9125,0.8125,0.00625,0.0125,0.53125,0.00625,0.9125,0.05,0.9375,0.00625,0.35625,0.6,0.55,0.03125,0.70625,0.68125,0.1625,0.05,0.00625,0.00625,0.08125,0.09375,0.90625,0.00625,0.00625,0.39375,0.55625,0.50625,0.35,0.1,0.09375,0.425,0.0125,0.00625,	25.0	61.0	2L	10.20293103
FBgn0000054	0.0	,	2.0	,0.11875,0.06875,	1.0	5.0	2R	0.542320919
FBgn0000055	4.0	,0.00625,0.30625,0.01875,0.025,	10.0	,0.40625,0.89375,0.0125,0.03125,0.3125,0.58125,0.61875,0.375,0.9875,0.38125,	3.0	5.0	2L	3.7528022169999997
FBgn0000056	5.0	,0.01875,0.01875,0.00625,0.0875,0.025,	5.0	,0.03125,0.8125,0.01875,0.05,0.6375,	3.0	14.0	2L	3.7528022169999997
FBgn0000057	6.0	,0.00625,0.00625,0.65,0.025,0.00625,0.04375,	15.0	,0.05,0.05,0.05,0.0625,0.0125,0.00625,0.60625,0.00625,0.06875,0.09375,0.6875,0.04375,0.1,0.03125,0.8625,	19.0	18.0	2R	3.145461328
FBgn0000061	2.0	,0.00625,0.00625,	9.0	,0.10625,0.1125,0.00625,0.01875,0.01875,0.0125,0.00625,0.03125,0.01875,	2.0	11.0	2L	0.234550139
FBgn0000063	10.0	,0.21875,0.13125,0.425,0.00625,0.00625,0.1125,0.00625,0.00625,0.15,0.7625,	12.0	,0.2375,0.49375,0.0375,0.00625,0.03125,0.0125,0.03125,0.2125,0.23125,0.0875,0.7875,0.80625,	20.0	21.0	3R	1.632212091
FBgn0000064	0.0	,	10.0	,0.95625,0.03125,0.00625,0.0125,0.05,0.61875,0.63125,0.025,0.0375,0.0375,	7.0	7.0	3R	1.196955534
FBgn0000071	2.0	,0.01875,0.2,	4.0	,0.04375,0.0125,0.00625,0.00625,	5.0	6.0	3R	0.0
FBgn0000075	8.0	,0.0375,0.00625,0.0125,0.00625,0.00625,0.9625,0.00625,0.00625,	15.0	,0.0125,0.01875,0.71875,0.54375,0.4625,0.45,0.00625,0.00625,0.00625,0.0125,0.58125,0.1375,0.4125,0.73125,0.2875,	2.0	20.0	2L	0.469100277
FBgn0000077	3.0	,0.06875,0.23125,0.00625,	4.0	,0.06875,0.46875,0.75,0.13125,	3.0	14.0	X	2.9837820039999996
FBgn0000078	7.0	,0.00625,0.4625,0.00625,0.1,0.00625,0.0875,0.4375,	10.0	,0.0875,0.09375,0.0125,0.0375,0.0125,0.0875,0.7625,0.0375,0.24375,0.25,	5.0	7.0	2R	2.92853296
FBgn0000079	8.0	,0.025,0.00625,0.725,0.1125,0.9875,0.00625,0.11875,0.925,	11.0	,0.5625,0.18125,0.975,0.01875,0.99375,0.09375,0.0125,0.01875,0.625,0.05625,0.18125,	4.0	4.0	2R	2.92853296
FBgn0000083	4.0	,0.00625,0.01875,0.6625,0.19375,	7.0	,0.00625,0.00625,0.6,0.00625,0.4625,0.0125,0.31875,	0.0	3.0	3R	1.088141394
FBgn0000092	5.0	,0.00625,0.00625,0.06875,0.025,0.01875,	9.0	,0.1875,0.58125,0.375,0.00625,0.25625,0.03125,0.8125,0.73125,0.09375,	14.0	9.0	X	2.079605639
FBgn0000094	4.0	,0.025,0.01875,0.1375,0.01875,	2.0	,0.01875,0.59375,	8.0	0.0	3R	2.829167625
FBgn0000097	10.0	,0.00625,0.00625,0.00625,0.1,0.61875,0.0125,0.00625,0.00625,0.00625,0.00625,	25.0	,0.25625,0.39375,0.00625,0.18125,0.00625,0.475,0.4,0.00625,0.60625,0.00625,0.00625,0.01875,0.80625,0.6125,0.00625,0.1125,0.2375,0.39375,0.00625,0.00625,0.25625,0.2125,0.14375,0.58125,0.0875,	8.0	16.0	2L	1.64185097
FBgn0000100	2.0	,0.00625,0.00625,	1.0	,0.025,	0.0	8.0	3L	0.0
FBgn0000109	7.0	,0.11875,0.1,0.76875,0.00625,0.18125,0.20625,0.20625,	7.0	,0.125,0.24375,0.03125,0.03125,0.0375,0.00625,0.04375,	0.0	11.0	3L	3.1843893089999997
FBgn0000114	5.0	,0.03125,0.00625,0.0375,0.05,0.025,	23.0	,0.4125,0.05,0.00625,0.4375,0.00625,0.00625,0.01875,0.575,0.00625,0.4875,0.475,0.00625,0.00625,0.00625,0.0375,0.6625,0.2,0.11875,0.025,0.24375,0.9125,0.0125,0.0375,	7.0	5.0	2L	4.221902494
FBgn0000115	0.0	,	4.0	,0.00625,0.00625,0.00625,0.025,	0.0	2.0	3L	2.492130764
FBgn0000116	16.0	,0.00625,0.11875,0.13125,0.06875,0.04375,0.0375,0.025,0.03125,0.0375,0.00625,0.925,0.01875,0.00625,0.00625,0.25,0.38125,	13.0	,0.5875,0.06875,0.075,0.0375,0.8625,0.31875,0.00625,0.5125,0.45,0.19375,0.475,0.01875,0.5375,	2.0	12.0	3L	1.107613673
FBgn0000119	26.0	,0.98125,0.575,0.1125,0.00625,0.00625,0.425,0.0125,0.00625,0.0875,0.1,0.05625,0.01875,0.00625,0.25625,0.00625,0.00625,0.075,0.0125,0.025,0.00625,0.09375,0.01875,0.13125,0.00625,0.00625,0.0125,	94.0	,0.00625,0.025,0.09375,0.03125,0.00625,0.05,0.00625,0.43125,0.44375,0.04375,0.01875,0.525,0.825,0.175,0.48125,0.0125,0.89375,0.2,0.05,0.6625,0.05625,0.00625,0.075,0.075,0.0875,0.125,0.08125,0.66875,0.23125,0.00625,0.23125,0.23125,0.23125,0.23125,0.3375,0.23125,0.20625,0.06875,0.9875,0.1,0.79375,0.59375,0.54375,0.54375,0.20625,0.6,0.6125,0.09375,0.38125,0.38125,0.38125,0.81875,0.025,0.38125,0.09375,0.975,0.975,0.1,0.0125,0.01875,0.0125,0.0375,0.06875,0.1375,0.1375,0.53125,0.0125,0.00625,0.2375,0.0375,0.3125,0.08125,0.825,0.1875,0.05625,0.05625,0.01875,0.01875,0.01875,0.225,0.00625,0.34375,0.61875,0.68125,0.5875,0.1,0.45625,0.33125,0.125,0.06875,0.34375,0.68125,0.1,0.00625,	6.0	61.0	2R	1.73542694
FBgn0000120	7.0	,0.9875,0.9875,0.0125,0.01875,0.00625,0.025,0.03125,	7.0	,0.0125,0.0375,0.65,0.35,0.4125,0.63125,0.0375,	4.0	15.0	2L	0.938200554
FBgn0000121	6.0	,0.00625,0.00625,0.0375,0.15625,0.125,0.00625,	37.0	,0.0125,0.00625,0.00625,0.03125,0.0125,0.025,0.00625,0.01875,0.4125,0.975,0.29375,0.26875,0.01875,0.1125,0.0125,0.96875,0.96875,0.025,0.0625,0.05,0.1875,0.16875,0.10625,0.24375,0.05625,0.725,0.075,0.125,0.00625,0.00625,0.00625,0.01875,0.8125,0.225,0.5625,0.7,0.0125,	0.0	5.0	3L	3.6689702910000004
FBgn0000139	6.0	,0.0125,0.38125,0.40625,0.00625,0.00625,0.79375,	17.0	,0.54375,0.45625,0.00625,0.55625,0.44375,0.01875,0.5625,0.575,0.025,0.09375,0.2,0.0125,0.00625,0.9625,0.33125,0.025,0.25625,	8.0	20.0	3R	2.611539346
FBgn0000140	57.0	,0.00625,0.00625,0.0375,0.0375,0.0375,0.96875,0.00625,0.00625,0.0125,0.91875,0.00625,0.04375,0.01875,0.01875,0.00625,0.0125,0.00625,0.99375,0.0125,0.00625,0.99375,0.025,0.00625,0.05,0.89375,0.9875,0.03125,0.00625,0.8125,0.1,0.0375,0.00625,0.80625,0.15,0.81875,0.11875,0.1125,0.11875,0.8875,0.0125,0.0375,0.00625,0.01875,0.8375,0.0875,0.8625,0.00625,0.00625,0.88125,0.00625,0.00625,0.025,0.08125,0.05,0.10625,0.00625,0.09375,	43.0	,0.00625,0.90625,0.05,0.9375,0.0375,0.0375,0.0125,0.0375,0.00625,0.00625,0.9125,0.05625,0.03125,0.9375,0.01875,0.04375,0.00625,0.04375,0.99375,0.00625,0.0125,0.05,0.04375,0.0125,0.00625,0.03125,0.00625,0.0125,0.0375,0.00625,0.01875,0.025,0.83125,0.10625,0.125,0.125,0.01875,0.00625,0.00625,0.00625,0.09375,0.10625,0.00625,	43.0	51.0	3R	3.69968074
FBgn0000146	10.0	,0.54375,0.03125,0.34375,0.00625,0.0125,0.0125,0.00625,0.01875,0.41875,0.85,	16.0	,0.00625,0.00625,0.36875,0.75625,0.73125,0.0125,0.01875,0.00625,0.00625,0.00625,0.0125,0.13125,0.20625,0.0125,0.01875,0.00625,	96.0	32.0	2L	2.931876732
FBgn0000147	8.0	,0.00625,0.80625,0.09375,0.04375,0.0875,0.025,0.21875,0.21875,	12.0	,0.825,0.0625,0.0875,0.08125,0.48125,0.0125,0.01875,0.175,0.03125,0.125,0.21875,0.20625,	12.0	17.0	3R	0.7616989759999999
FBgn0000150	1.0	,0.00625,	2.0	,0.00625,0.05,	1.0	5.0	3R	0.0
FBgn0000152	3.0	,0.00625,0.00625,0.00625,	16.0	,0.00625,0.025,0.48125,0.0125,0.0375,0.0375,0.5625,0.0125,0.675,0.2,0.00625,0.60625,0.6375,0.2375,0.2625,0.6625,	1.0	13.0	X	2.531693822
FBgn0000153	12.0	,0.98125,0.01875,0.025,0.45,0.025,0.50625,0.89375,0.03125,0.2375,0.00625,0.85,0.03125,	20.0	,0.025,0.00625,0.14375,0.0125,0.15,0.175,0.0125,0.0125,0.05625,0.89375,0.05625,0.15,0.01875,0.7375,0.03125,0.85,0.00625,0.05625,0.03125,0.8,	3.0	21.0	2L	2.2282263159999998
FBgn0000157	5.0	,0.05625,0.00625,0.00625,0.00625,0.025,	2.0	,0.05,0.00625,	0.0	4.0	2R	3.579318063
FBgn0000158	11.0	,0.025,0.5125,0.00625,0.03125,0.0125,0.08125,0.46875,0.075,0.0125,0.8875,0.00625,	9.0	,0.01875,0.04375,0.01875,0.00625,0.075,0.00625,0.08125,0.00625,0.825,	63.0	17.0	3R	2.393911067
FBgn0000163	14.0	,0.00625,0.48125,0.00625,0.0125,0.01875,0.01875,0.06875,0.00625,0.0375,0.8375,0.0125,0.0125,0.00625,0.0125,	36.0	,0.1625,0.2,0.4375,0.41875,0.44375,0.4625,0.53125,0.85625,0.8375,0.00625,0.01875,0.0375,0.425,0.4875,0.5125,0.975,0.86875,0.35625,0.03125,0.94375,0.9375,0.03125,0.04375,0.00625,0.00625,0.525,0.04375,0.06875,0.00625,0.1125,0.00625,0.43125,0.5875,0.0125,0.36875,0.00625,	12.0	48.0	X	0.994594001
FBgn0000166	1.0	,0.18125,	0.0	,	3.0	1.0	3R	0.0
FBgn0000173	0.0	,	0.0	,	0.0	8.0	X	5.063387644
FBgn0000179	3.0	,0.01875,0.00625,0.00625,	11.0	,0.6875,0.425,0.00625,0.55625,0.9875,0.01875,0.01875,0.01875,0.00625,0.33125,0.5375,	204.0	54.0	X	2.9837820039999996
FBgn0000180	11.0	,0.18125,0.0125,0.00625,0.00625,0.00625,0.025,0.00625,0.0375,0.00625,0.0125,0.0125,	23.0	,0.0125,0.66875,0.05,0.24375,0.9375,0.95625,0.475,0.95,0.09375,0.00625,0.09375,0.8125,0.94375,0.13125,0.0875,0.625,0.24375,0.36875,0.5625,0.95,0.00625,0.0125,0.18125,	8.0	22.0	2L	1.524575901
FBgn0000181	0.0	,	1.0	,0.08125,	1.0	4.0	2R	1.518498572
FBgn0000182	7.0	,0.00625,0.875,0.075,0.29375,0.01875,0.65,0.025,	21.0	,0.5,0.0125,0.0125,0.0125,0.24375,0.00625,0.825,0.575,0.575,0.0125,0.8625,0.025,0.0125,0.0125,0.49375,0.075,0.6625,0.0125,0.225,0.0125,0.9375,	4.0	16.0	2L	0.469100277
FBgn0000183	6.0	,0.01875,0.03125,0.0375,0.00625,0.00625,0.61875,	14.0	,0.00625,0.1,0.01875,0.49375,0.01875,0.03125,0.00625,0.04375,0.01875,0.0125,0.00625,0.61875,0.11875,0.53125,	7.0	16.0	2L	1.64185097
FBgn0000206	20.0	,0.15625,0.38125,0.0125,0.0625,0.00625,0.975,0.0375,0.08125,0.00625,0.025,0.00625,0.8875,0.00625,0.075,0.2,0.00625,0.00625,0.00625,0.01875,0.025,	34.0	,0.3375,0.00625,0.00625,0.00625,0.75,0.01875,0.425,0.0125,0.03125,0.99375,0.00625,0.9875,0.125,0.99375,0.9875,0.00625,0.88125,0.99375,0.0125,0.04375,0.1,0.4875,0.4125,0.50625,0.44375,0.56875,0.0375,0.51875,0.00625,0.00625,0.425,0.00625,0.0375,0.0125,	12.0	32.0	3R	2.393911067
FBgn0000212	9.0	,0.00625,0.03125,0.0125,0.00625,0.00625,0.35,0.01875,0.7875,0.00625,	30.0	,0.0125,0.00625,0.68125,0.00625,0.89375,0.7375,0.025,0.00625,0.15625,0.0125,0.00625,0.01875,0.64375,0.38125,0.00625,0.7875,0.1875,0.49375,0.19375,0.00625,0.60625,0.00625,0.00625,0.00625,0.4,0.8,0.00625,0.08125,0.00625,0.0375,	116.0	59.0	3L	2.492130764
FBgn0000216	4.0	,0.11875,0.05625,0.01875,0.95625,	1.0	,0.04375,	4.0	1.0	3L	0.34612927299999996
FBgn0000221	5.0	,0.00625,0.00625,0.95,0.325,0.05,	8.0	,0.0625,0.71875,0.05,0.00625,0.65,0.68125,0.16875,0.25625,	8.0	11.0	X	5.605893462999999
FBgn0000227	18.0	,0.05,0.00625,0.03125,0.03125,0.00625,0.00625,0.00625,0.01875,0.05625,0.01875,0.80625,0.0125,0.025,0.53125,0.80625,0.10625,0.3,0.00625,	21.0	,0.7125,0.91875,0.9,0.05,0.0125,0.04375,0.06875,0.05625,0.2375,0.00625,0.3125,0.03125,0.09375,0.08125,0.0125,0.0875,0.8125,0.5375,0.3,0.14375,0.8625,	8.0	13.0	2L	1.759126039
FBgn0000228	33.0	,0.00625,0.00625,0.7625,0.00625,0.9375,0.00625,0.025,0.00625,0.0125,0.00625,0.00625,0.0125,0.03125,0.075,0.01875,0.98125,0.00625,0.01875,0.05625,0.03125,0.03125,0.01875,0.00625,0.00625,0.00625,0.00625,0.0125,0.01875,0.0125,0.95625,0.00625,0.0125,0.00625,	46.0	,0.06875,0.6875,0.0375,0.01875,0.9625,0.2,0.00625,0.00625,0.00625,0.00625,0.00625,0.99375,0.075,0.01875,0.95625,0.00625,0.0125,0.025,0.01875,0.01875,0.98125,0.03125,0.98125,0.025,0.0375,0.01875,0.98125,0.99375,0.99375,0.00625,0.00625,0.00625,0.00625,0.05625,0.00625,0.73125,0.05625,0.28125,0.1625,0.49375,0.49375,0.4625,0.4125,0.96875,0.5125,0.4875,	19.0	32.0	2L	7.036504157
FBgn0000229	1.0	,0.025,	7.0	,0.0375,0.00625,0.01875,0.4625,0.4625,0.00625,0.01875,	1.0	4.0	2L	6.56740388
FBgn0000233	5.0	,0.00625,0.00625,0.0125,0.00625,0.00625,	8.0	,0.00625,0.03125,0.01875,0.0125,0.9875,0.40625,0.5875,0.38125,	2.0	7.0	X	3.164617277
FBgn0000244	11.0	,0.00625,0.0125,0.1375,0.00625,0.025,0.0125,0.0125,0.25625,0.025,0.0625,0.5625,	4.0	,0.0625,0.00625,0.00625,0.0125,	11.0	24.0	3R	0.0
FBgn0000246	17.0	,0.00625,0.25625,0.0125,0.00625,0.00625,0.0625,0.00625,0.2125,0.44375,0.0125,0.00625,0.01875,0.01875,0.00625,0.01875,0.04375,0.0125,	9.0	,0.00625,0.00625,0.025,0.45625,0.00625,0.00625,0.6375,0.00625,0.025,	71.0	30.0	3R	2.829167625
FBgn0000247	35.0	,0.00625,0.59375,0.7375,0.01875,0.01875,0.00625,0.00625,0.5625,0.69375,0.03125,0.1,0.00625,0.41875,0.35625,0.05625,0.00625,0.1125,0.03125,0.64375,0.04375,0.00625,0.1,0.01875,0.01875,0.01875,0.05625,0.0125,0.00625,0.1125,0.00625,0.1125,0.00625,0.925,0.00625,0.325,	74.0	,0.0125,0.2125,0.05625,0.04375,0.0875,0.03125,0.05,0.13125,0.1375,0.10625,0.0375,0.96875,0.48125,0.39375,0.00625,0.01875,0.0125,0.00625,0.3875,0.575,0.0125,0.5,0.50625,0.58125,0.16875,0.0125,0.34375,0.61875,0.00625,0.04375,0.60625,0.0875,0.15,0.64375,0.2375,0.80625,0.0125,0.55625,0.2,0.075,0.01875,0.05625,0.95625,0.55,0.0125,0.55,0.01875,0.5,0.475,0.51875,0.05625,0.00625,0.0125,0.1125,0.00625,0.63125,0.13125,0.125,0.53125,0.10625,0.00625,0.425,0.00625,0.00625,0.88125,0.81875,0.1375,0.01875,0.025,0.06875,0.03125,0.55,0.1,0.0125,	28.0	43.0	3R	2.393911067
FBgn0000250	7.0	,0.00625,0.00625,0.00625,0.04375,0.00625,0.36875,0.00625,	8.0	,0.025,0.00625,0.00625,0.04375,0.13125,0.375,0.05,0.8125,	4.0	14.0	2L	3.518252078
FBgn0000251	0.0	,	3.0	,0.05,0.84375,0.20625,	0.0	3.0	2L	0.234550139
FBgn0000253	0.0	,	2.0	,0.1875,0.325,	0.0	2.0	2R	5.857065921
FBgn0000256	58.0	,0.00625,0.00625,0.0125,0.0875,0.2,0.2,0.15,0.0125,0.01875,0.01875,0.075,0.00625,0.08125,0.00625,0.51875,0.38125,0.375,0.2625,0.0875,0.9125,0.40625,0.025,0.21875,0.25,0.30625,0.00625,0.05,0.00625,0.06875,0.0125,0.9,0.00625,0.00625,0.2125,0.29375,0.00625,0.8125,0.00625,0.00625,0.08125,0.20625,0.00625,0.00625,0.04375,0.08125,0.01875,0.18125,0.01875,0.00625,0.2,0.9125,0.00625,0.03125,0.04375,0.34375,0.9,0.06875,0.025,	53.0	,0.00625,0.0375,0.15,0.69375,0.99375,0.3125,0.06875,0.70625,0.15,0.04375,0.0125,0.08125,0.7375,0.975,0.79375,0.00625,0.10625,0.025,0.35625,0.1,0.00625,0.9875,0.19375,0.025,0.0125,0.425,0.95,0.00625,0.00625,0.125,0.1125,0.6875,0.025,0.00625,0.05,0.375,0.375,0.29375,0.05,0.00625,0.10625,0.9125,0.9125,0.9125,0.18125,0.2,0.03125,0.36875,0.01875,0.00625,0.3625,0.525,0.7875,	29.0	27.0	2L	7.505604433999999
FBgn0000257	4.0	,0.00625,0.99375,0.0125,0.00625,	9.0	,0.00625,0.05,0.00625,0.00625,0.4,0.05625,0.00625,0.00625,0.0625,	5.0	22.0	X	4.972970007
FBgn0000261	4.0	,0.01875,0.725,0.00625,0.14375,	12.0	,0.01875,0.23125,0.88125,0.00625,0.00625,0.00625,0.20625,0.00625,0.29375,0.00625,0.10625,0.0375,	8.0	9.0	3L	1.038387818
FBgn0000273	0.0	,	14.0	,0.23125,0.225,0.8625,0.11875,0.13125,0.15,0.2125,0.2125,0.01875,0.2,0.0125,0.20625,0.20625,0.04375,	0.0	3.0	2L	3.16642687
FBgn0000274	0.0	,	6.0	,0.3875,0.025,0.9875,0.01875,0.225,0.00625,	3.0	7.0	3R	1.4145838119999998
FBgn0000276	2.0	,0.2,0.175,	9.0	,0.03125,0.10625,0.00625,0.04375,0.225,0.0375,0.05,0.95625,0.04375,	1.0	0.0	3R	2.829167625
FBgn0000277	3.0	,0.2625,0.99375,0.00625,	5.0	,0.06875,0.06875,0.06875,0.66875,0.99375,	9.0	9.0	3R	2.829167625
FBgn0000278	2.0	,0.00625,0.19375,	1.0	,0.89375,	1.0	1.0	3R	2.829167625
FBgn0000279	3.0	,0.15,0.00625,0.00625,	5.0	,0.04375,0.10625,0.09375,0.13125,0.00625,	0.0	3.0	3R	2.829167625
FBgn0000283	9.0	,0.00625,0.00625,0.01875,0.00625,0.025,0.15625,0.0125,0.0375,0.00625,	13.0	,0.98125,0.01875,0.01875,0.01875,0.01875,0.025,0.98125,0.01875,0.00625,0.0125,0.00625,0.09375,0.0125,	38.0	39.0	3R	1.84984037
FBgn0000286	6.0	,0.1,0.00625,0.01875,0.45625,0.00625,0.00625,	4.0	,0.00625,0.4375,0.6375,0.00625,	5.0	10.0	2L	9.499280611
FBgn0000287	46.0	,0.00625,0.04375,0.03125,0.00625,0.0125,0.00625,0.00625,0.01875,0.00625,0.03125,0.0375,0.0375,0.0125,0.01875,0.0375,0.03125,0.3375,0.3625,0.275,0.00625,0.00625,0.00625,0.00625,0.33125,0.00625,0.15,0.0125,0.05,0.00625,0.11875,0.11875,0.0625,0.00625,0.05,0.175,0.2,0.09375,0.23125,0.00625,0.0625,0.00625,0.025,0.03125,0.8125,0.1,0.11875,	61.0	,0.0375,0.21875,0.21875,0.84375,0.0125,0.175,0.15,0.00625,0.0125,0.06875,0.00625,0.06875,0.06875,0.0125,0.95,0.125,0.075,0.06875,0.8,0.05625,0.075,0.40625,0.61875,0.3625,0.35625,0.76875,0.0125,0.19375,0.03125,0.65,0.4125,0.0125,0.4375,0.4375,0.025,0.01875,0.0625,0.1625,0.1125,0.34375,0.00625,0.00625,0.15625,0.15625,0.85,0.1625,0.0125,0.25,0.25,0.10625,0.0375,0.03125,0.73125,0.75,0.75,0.18125,0.0875,0.1,0.16875,0.01875,0.14375,	11.0	33.0	2L	2.345501386
